,CCNumber,CrimeCode,Description,Inside_Outside,Weapon,Location,Old_District,Neighborhood,Day sin,Day cos,Year sin,Year cos,Latitude,Longitude
2024-11-04 21:00:00,7980295.5,52.346226,7.6502013,2.0,22.0,12117.884,4.25,126.0509,-0.824337,0.9030772,-0.77404666,0.63641715,39.314465,-76.6123
2024-11-04 22:00:00,7980295.5,52.221375,7.5,2.0,22.0,12039.328,4.25,125.777435,-0.5673622,0.9418084,-0.7735804,0.6369717,39.314842,-76.61233
2024-11-04 23:00:00,7980295.5,50.856014,7.486241,2.0,22.0,11823.919,4.298587,122.09713,-0.2669346,0.93107605,-0.7731334,0.63771445,39.314762,-76.613396
2024-11-05 00:00:00,7980295.5,51.772953,7.5,2.0,22.0,12037.481,4.2449956,118.771866,-0.015859775,0.8748454,-0.7727813,0.63856804,39.314045,-76.61287
2024-11-05 01:00:00,7980295.5,51.332508,7.2012205,2.0,22.0,12201.557,4.25,126.0,0.16263077,0.75869036,-0.7724266,0.6394143,39.31435,-76.61181
2024-11-05 02:00:00,7980295.5,52.74595,7.1933856,2.0,22.0,12007.862,4.1259303,125.517944,0.42247102,0.56919765,-0.772063,0.6402318,39.315403,-76.6127
2024-11-05 03:00:00,7980295.5,51.985714,7.4268413,2.0,22.0,12099.261,4.25,125.40192,0.6455463,0.31522194,-0.77172565,0.64086807,39.3144,-76.61387
2024-11-05 04:00:00,7980295.5,53.008263,7.4246044,2.0,22.0,11970.552,4.0835843,124.45673,0.74837047,-0.10030599,-0.7713103,0.6413134,39.314896,-76.61303
2024-11-05 05:00:00,7980295.5,52.485687,7.001457,2.0,22.0,12394.166,4.1666665,122.76202,0.7280853,-0.39827204,-0.77069265,0.6418424,39.314938,-76.612854
2024-11-05 06:00:00,7980295.5,54.0,7.0,2.0,22.0,12050.773,4.25,122.448204,0.5882517,-0.704269,-0.7700034,0.6423619,39.31636,-76.613754
2024-11-05 07:00:00,7980295.5,53.995358,7.225087,2.0,22.0,11922.636,4.116485,128.94354,0.33749583,-0.92025805,-0.7693392,0.64301246,39.315422,-76.61341
2024-11-05 08:00:00,7980295.5,54.461422,7.5869493,2.0,22.0,12139.914,4.0,127.96591,0.048695877,-1.0174557,-0.76869464,0.64372855,39.316273,-76.61375
2024-11-05 09:00:00,7980295.5,54.507225,7.840199,2.0,22.0,12007.183,4.0,127.475655,-0.116210364,-17.650555,-0.76827013,0.64440215,39.316143,-76.61455
2024-11-05 10:00:00,7980295.5,54.616863,8.0,2.0,22.0,11760.746,4.0,125.57787,-0.3884427,-17.650555,-0.7679521,0.6451039,39.316006,-76.613655
2024-11-05 11:00:00,7980295.5,54.583767,7.5,2.0,22.0,12077.511,4.0,122.003334,-0.6817832,-17.650555,-0.7676404,0.64577216,39.31613,-76.61492
2024-11-05 12:00:00,7980295.5,54.666668,8.0,2.0,22.0,12137.825,4.0,126.99408,-0.90794295,-17.650555,-0.76732224,0.64651054,39.316284,-76.61312
2024-11-05 13:00:00,7980295.5,54.42652,7.9855433,2.0,22.0,11725.246,4.1287246,125.73719,-1.1370792,-0.98988557,-0.7669978,0.6472363,39.316162,-76.615456
2024-11-05 14:00:00,7980295.5,54.001816,7.791036,2.0,22.0,11997.935,4.2454615,128.67691,-5.893234,-0.8377096,-0.76664615,0.64798695,39.31681,-76.61457
2024-11-05 15:00:00,7980295.5,54.0,8.0,2.0,22.0,11898.485,4.021543,124.94399,-5.893234,-0.6107285,-0.76630557,0.64875805,39.31662,-76.61365
2024-11-05 16:00:00,7980295.5,53.06402,8.0,2.0,22.0,12247.285,4.1667223,126.6083,-5.893234,-0.25996536,-0.7659345,0.64954054,39.31619,-76.612885
2024-11-05 17:00:00,7980295.5,52.666252,8.0,2.0,22.0,12274.643,4.0,125.088196,-5.893234,0.07058976,-0.76557016,0.6503163,39.31558,-76.613266
2024-11-05 18:00:00,7980295.5,52.85451,8.0,2.0,22.0,11806.899,4.197717,125.14159,-5.893234,0.40872577,-0.7652167,0.6511613,39.31558,-76.61335
2024-11-05 19:00:00,7980295.5,52.12898,7.9489546,2.0,22.0,12274.659,4.2229104,124.151886,-5.893234,0.63520175,-0.7645934,0.6518448,39.3157,-76.612015
2024-11-05 20:00:00,7980295.5,51.15184,8.0,2.0,22.0,11977.043,4.1802773,125.70682,-0.9822371,0.7740566,-0.7639155,0.6524569,39.3158,-76.61083
2024-11-05 21:00:00,7980295.5,52.5,7.9835167,2.0,22.0,12168.713,4.0007877,121.76859,-0.82220846,0.86894685,-0.7632564,0.6530162,39.314766,-76.61209
2024-11-05 22:00:00,7980295.5,52.0,7.5836225,2.0,22.0,11856.538,4.4,123.37851,-0.5655087,0.9071618,-0.76261365,0.65357536,39.314068,-76.612724
2024-11-05 23:00:00,7980295.5,51.531776,7.1789236,2.0,22.0,11709.734,4.166724,123.893074,-0.25678468,0.89891034,-0.7619606,0.6541528,39.31459,-76.61358
2024-11-06 00:00:00,7980295.5,52.267773,7.7068787,2.0,22.0,11745.413,4.333199,123.654335,-0.01127992,0.8336283,-0.7615353,0.6546674,39.314445,-76.61277
2024-11-06 01:00:00,7980295.5,52.629215,7.4973426,2.0,22.0,11975.667,4.25,121.13172,0.17355679,0.7268924,-0.7611029,0.65514934,39.314903,-76.61234
2024-11-06 02:00:00,7980295.5,51.537025,7.9177074,2.0,22.0,11775.769,4.092778,126.98228,0.43246764,0.5316246,-0.76061374,0.6556312,39.315086,-76.61233
2024-11-06 03:00:00,7980295.5,52.770294,7.5,2.0,22.0,11863.161,4.0,124.404884,0.6501644,0.22247829,-0.760156,0.65626633,39.31589,-76.61291
2024-11-06 04:00:00,7980295.5,53.203487,7.8663898,2.0,22.0,12264.197,4.0,126.0,0.753975,-0.15463495,-0.7597274,0.657002,39.316193,-76.613884
2024-11-06 05:00:00,7980295.5,52.44221,7.4985056,2.0,22.0,12263.414,4.0,124.79636,0.7491143,-0.45581874,-0.7594459,0.65778404,39.31585,-76.61192
2024-11-06 06:00:00,7980295.5,54.162518,7.0,2.0,22.0,11921.873,4.0,125.39833,0.6072424,-0.7594874,-0.7591546,0.6585094,39.31644,-76.61276
2024-11-06 07:00:00,7980295.5,54.1861,7.5610414,2.0,22.0,12189.584,4.0,128.17772,0.33934534,-0.94794786,-0.75886524,0.6590575,39.316345,-76.61308
2024-11-06 08:00:00,7980295.5,54.79682,7.772835,2.0,22.0,12266.125,4.2,123.79892,0.05276106,-15.629402,-0.7585503,0.65957695,39.315838,-76.61535
2024-11-06 09:00:00,7980295.5,54.353928,8.0,2.0,22.0,11751.024,4.0,127.593155,-0.10713612,-17.650555,-0.7581462,0.66009486,39.31691,-76.61176
2024-11-06 10:00:00,7980295.5,54.67384,8.0,2.0,22.0,12179.391,4.0,123.35123,-0.3809015,-17.650555,-0.7577626,0.6606642,39.318,-76.613304
2024-11-06 11:00:00,7980295.5,54.255047,8.0,2.0,22.0,12166.304,4.09044,127.64296,-0.65930295,-17.650555,-0.75732505,0.661172,39.31681,-76.61396
2024-11-06 12:00:00,7980295.5,54.666668,8.0,2.0,22.0,11856.95,4.0,129.50632,-0.89967823,-17.650555,-0.75691074,0.66165805,39.316605,-76.615585
2024-11-06 13:00:00,7980295.5,54.342422,8.0,2.0,22.0,11970.64,4.0,125.25802,-1.0347389,-0.9981619,-0.7562741,0.6621336,39.316673,-76.61537
2024-11-06 14:00:00,7980295.5,54.028473,8.0,2.0,22.0,12134.019,4.0389667,126.05577,-5.893234,-0.89591664,-0.75565004,0.66260135,39.315765,-76.61385
2024-11-06 15:00:00,7980295.5,52.876053,8.0,2.0,22.0,11978.011,4.0967765,126.4482,-5.893234,-0.6574446,-0.7550541,0.6630145,39.314846,-76.61428
2024-11-06 16:00:00,7980295.5,53.272217,8.0,2.0,22.0,12322.918,4.0,126.47195,-5.893234,-0.34758446,-0.7544202,0.6634111,39.316273,-76.61406
2024-11-06 17:00:00,7980295.5,51.96461,8.0,2.0,22.0,12219.41,4.0,128.02475,-5.893234,-8.1327507e-13,-0.75382143,0.66379017,39.31673,-76.61117
2024-11-06 18:00:00,7980295.5,52.09995,8.0,2.0,22.0,12066.769,4.142857,128.57668,-5.893234,0.35516712,-0.7532992,0.66420996,39.315445,-76.61333
2024-11-06 19:00:00,7980295.5,51.0,8.0,2.0,22.0,12142.299,4.1223836,129.64995,-5.893234,0.5804738,-0.75285935,0.6645161,39.316654,-76.61234
2024-11-06 20:00:00,7980295.5,51.0,8.0,2.0,22.0,11950.462,4.264277,123.13883,-0.9799748,0.74487376,-0.7523514,0.66483593,39.314808,-76.6138
2024-11-06 21:00:00,7980295.5,51.0,8.0,2.0,22.0,11885.096,4.3333335,126.83596,-0.81569517,0.82759976,-0.75188714,0.6651744,39.31516,-76.61305
2024-11-06 22:00:00,7980295.5,50.0,8.0,2.0,22.0,11979.597,4.142857,127.9479,-0.55057985,0.8822349,-0.7514347,0.66555715,39.315407,-76.61305
2024-11-06 23:00:00,7980295.5,51.604454,8.0,2.0,22.0,11975.531,4.142857,125.54875,-0.23852858,0.86874753,-0.75110954,0.66625196,39.315384,-76.612915
2024-11-07 00:00:00,7980295.5,51.736607,7.77566,2.0,22.0,11932.696,4.0599513,125.67591,-0.0024594471,0.7919612,-0.75079864,0.66694254,39.316013,-76.610855
2024-11-07 01:00:00,7980295.5,51.0,7.758117,2.0,22.0,11944.547,4.217021,125.83905,0.18052283,0.6687154,-0.75046283,0.66765636,39.315434,-76.61225
2024-11-07 02:00:00,7980295.5,52.92992,7.3333335,2.0,22.0,12253.031,4.0,121.727196,0.4396579,0.48469862,-0.7501305,0.6683606,39.31579,-76.61176
2024-11-07 03:00:00,7980295.5,52.271717,7.5,2.0,22.0,12223.976,4.2,126.5397,0.64819723,0.14067699,-0.74972266,0.6690934,39.315636,-76.61249
2024-11-07 04:00:00,7980295.5,53.464012,7.382292,2.0,22.0,12115.963,4.25,128.63931,0.75927585,-0.20940742,-0.74923503,0.6698157,39.31666,-76.61376
2024-11-07 05:00:00,7980295.5,52.5,8.0,2.0,22.0,11932.294,4.102337,124.59486,0.74415994,-0.5521565,-0.74878573,0.67044854,39.31675,-76.61329
2024-11-07 06:00:00,7980295.5,53.5,7.607328,2.0,22.0,12251.092,4.142857,124.99536,0.6089607,-0.8153398,-0.74829656,0.6712491,39.317574,-76.612236
2024-11-07 07:00:00,7980295.5,54.283768,7.984817,2.0,22.0,12203.051,4.0,125.196335,0.34537524,-0.985667,-0.7478303,0.6720772,39.318867,-76.613815
2024-11-07 08:00:00,7980295.5,54.836178,7.5,2.0,22.0,11929.262,4.0,123.87678,0.046258286,-17.650555,-0.74721783,0.6730195,39.316853,-76.61414
2024-11-07 09:00:00,7980295.5,54.0,8.0,2.0,22.0,11731.554,4.0,126.0,-0.10190104,-17.650555,-0.7466029,0.67389107,39.316643,-76.61152
2024-11-07 10:00:00,7980295.5,54.61056,8.0,2.0,22.0,11865.2705,4.0,126.86805,-0.3797142,-17.650555,-0.746005,0.6746893,39.317047,-76.615036
2024-11-07 11:00:00,7980295.5,54.106487,8.0,2.0,22.0,11878.006,4.0,120.94921,-0.6642833,-17.650555,-0.74542266,0.6754078,39.31686,-76.61318
